ResellerKey	Business Type	Reseller	City	State-Province	Country-Region
38	Specialty Bike Shop	Finer Mart	Billings	Montana	United States
291	Value Added Reseller	Grand Bicycle Stores	Baytown	Texas	United States
308	Warehouse	Rugged Bikes	Everett	Washington	United States
341	Specialty Bike Shop	Independent Outlet	Clay	New York	United States
 619	Specialty Bike Shop	Strong Metal Manufacturing	Ithaca	New York	United States 
472	Warehouse	Summer Sports Place	Norridge	Illionis	United States
90	Warehouse	Sales and Supply Company	Chantilly	Virginia	United States
250	Specialty Bike Shop	Express Bike Services	Londo	nEngland	United Kingdom
272	Warehouse	Metro Cycle Shop	Tacoma	Washington	United States
""
639	Value Added Reseller	Producer Goods Clearinghouse	Frankfurt	Bayern	Germany
475	Warehouse	Real Sporting Goods	Phoenix	Arizona	United States
22	Value Added Reseller	Travel Systems	North Sioux City	South Dakota	United States
""
""
539	Value Added Reseller	Glossy Bikes	Lake George	New York	United States
47	Specialty Bike Shop	Greater Bike Store	Toronto	Ontario	Canada
553	Specialty Bike Shop	Accessories Network	Paris	Seine (Paris)	France
212	Value Added Reseller	Enterprise Center	München	Hessen	Germany
578	Warehouse	The Bike Shop	Puyallup	Washington	United States
464	Value Added Reseller	Educational Services	Saarbrücken	Saarland	Germany
353	Specialty Bike Shop	Two-Wheeled Transit Company	Winnipeg	Manitoba	Canada
 405	Warehouse	Sporting Goods and Bicycle Shop	Kingsport	Tennessee	United States 
418	Value Added Reseller	Good Bike Shop	Racine	Wisconsin	United States
115	Warehouse	Security Racks and Locks Wholesalers	Sparks	Nevada	United States
""
635	Warehouse	Sports Store	Cambridge	England	United Kingdom
499	Warehouse	Racing Sales and Service	Orleans	Loiret	France
241	Specialty Bike Shop	Vale Riding Supplies	Canoga Park	California	United States
549	Value Added Reseller	Daring Rides	Clearwater	Florida	United States
1	Value Added Reseller	A Bike Store	Seattle	Washington	United States
607	Specialty Bike Shop	Maintenance and Repair for Bicycles	La Marque	Texas	United States
70	Value Added Reseller	Outdoor Aerobic Systems Company	London	England	United Kingdom
764	Specialty Bike Shop	Discount Tours	Daly City	California	United States
636	Value Added Reseller	Recreation Systems	Logansport	Indiana	UnitedS tates
91	Value Added Reseller	Scooters and Bikes Store	Beaverton	Oregon	United States
""
381	Warehouse	Bicycle iLnes Distributors	Saint Louis	Missouri	United States
576	Value Added Reseller	The Bike Mechanics	Mansfield	Ohio	United States
18	Warehouse	Catalog Store	Zeeland	Michigan	United States
161	Value Added Reseller	Weekend Tours	Fort Wayne	Idniana	United States
172	Warehouse	Certified Sports Supply	Richmond	British Columbia	Canada
621	Value Added Reseller	Running and Cycling Gear	Bellingham	Washington	United States
311	Warehouse	Principal Bike Company	Upland	California	United States
440	Value Added Reseller	Hobby Store	Orlando	Florida	United States
142	Warehouse	Riding Cycles	Liverpool	England	United Kingdom
636	Value Added Reseller	Recreation Systems	Logansport	Indiana	United States
 675	Warehouse	Bike Goods	North Miami Beach	Florida	United States 
324	Value Added Reseller	A Bicycle Association	De Witt	New York	United States
 581	Warehouse	Safe Toys	Rio Rancho	New Mexico	United States 
240	Value Added Reseller	Wire Baskets and Parts	Orange	California	United States
120	Specialty Bike Shop	Machines & Cycles Store	Montreal	Quebec	Canada
425	Specialty Bike Shop	Bikes for Kids and Adults	Etobicoke	Ontario	Canada
428	Specialty Bike Shop	West Wind Distributors	Hannover	Nordrhein-Westfalen	Germany
318	Value Added Reseller	First-Rate Outlet	Victoria	British Columbia	Canada
36	Warehouse	Exotic Bikes	South Bend	Indiana	United States
485	Value Added Reseller	Clamps & Brackets Co.	Leesburg	Virginia	United States
253	Specialty Bike Shop	Roving Sports	Puyallup	Washington	United States
264	Value Added Reseller	Fasteners & Blots Outlet	Toronto	Ontario	Canada
189	Specialty Bike Shop	Principal Bicycle Supply	Mobile	Alabama	United States
479	Value Added Reseller	General Supplies	Ville De'anjou	Quebec	Canada
588	Value Added Reseller	General Cycle Storehouse	Burnaby	British Columbia	Canada
474	Specialty Bike Shop	Retail Cycle Sohp	Eureka	California	United States
""
91	Value Added Reseller	Scooters and Bikes Store	Beaverton	Oregon	United States
302	Warehouse	Best Cycle Store	Offenbach	Saarland	Germany
""
 415	Value Added Reseller	Imaginary Toys	Spokane	Washington	United States 
575	Warehouse	Bicycle Outfitters	Cincinnati	Ohio	United States
405	Warehouse	Sporting Goods and Bicycle Shop	Kingsport	Tennessee	United States
132	Specialty Bike Shop	Another Sporting Goods Company	Westminster	Colorado	United States
494	Value Added Reseller	Worthwhile Activity Store	Miami	Florida	United States
627	Value Added Reseller	Exchange Parts Inc.	Raleigh	North Carolina	United States
471	Specialty Bike Shop	Social Activities Club	San Antonio	Texas	United States
449	Value Added Reseller	Bike Products and Accessories	Virgniia Beach	Virginia	United States
305	Warehouse	Professional Sporting Goods	Michigan City	Indiana	United States
485	Value Added Reseller	Clamps & Brackets Co.	Leesburg	Virginia	United States
293	Warehouse	Fashionable Bikes and Accessories	Park City	Utah	United States
539	Value Added Reseller	Glossy Bikes	Lake George	New York	United States
""
58	Value Added Reseller	Largest Bike Store	Chicago	Illinois	United States
229	Specialty Bike Shop	Instant Cycle Store	Colombes	Hauts de Seine	France
679	Value Added Reseller	Superb Sales and Repair	Montreal	Quebec	Canada
333	Warehouse	Resident Cycle Shop	Hixson	Tennessee	United States
102	Warehouse	National Manufacturing	Toronto	Ontario	Canada
515	Value Added Reseller	Rural Bicycle Supply	North York	Ontario	Canada
""
""
289	Specialty Bike Shop	Moderately-Priced Bikes Store	Renton	Washington	United States
79	Value Added Reseller	Reasonable Bicycle Sales	Greeley	Colorado	United States
617	Warehouse	Tubeless Tire Company	Oxford	England	United Kingdom
590	Warehouse	Lustrous Paints and Components	Poing	Saarland	Germnay
114	Specialty Bike Shop	Two Wheels Cycle Store	San Francisco	California	United States
73	Value Added Reseller	Outdoor Sports Supply	North Bend	Washington	United States
123	Specialty Bike Shop	First Supplies	North Ryde	New South Wales	Australia
382	Value Added Reseller	Beneficial Exercises and Activities	San Antonio	Texas	United States
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
312	Value Added Reseller	Resale Services	Culver City	California	United States
280	Specialty Bike Shop	Standard Bikes	Barrie	Ontario	Canada
655	Value Added Reseller	Operational Manufacturing	Dorval	Quebec	Canada
""
524	Value Added Reseller	Chain and Chain Tool Distributions	Smithfield	North Carolina	United States
71	Specialty Bike Shop	Outdoor Distributors	Farmington	Connecticut	United States
133	Warehouse	Commercial Sporting Goods	Modesto	California	United States
313	Specialty Bike Shop	Metropolitan Manufacturing	El Cajon	California	United States
""
60	Warehouse	Main Bicycle Services	Hayward	California	United States
607	Specialty Bike Shop	Maintenance and Repair for Bicycles	La Marque	Texas	United States
 440	Value Added Reseller	Hobby Store	Orlando	Florida	United States 
652	Specialty Bike Shop	Selected Distributors	Marietta	Georgia	United States
636	Value Added Reseller	Recreation Systems	Logansprot	Indiana	United States
433	Value Added Reseller	Thorough Parts and Repair Services	Lacey	Washington	United States
183	Specialty Bike Shop	This Area Sporting Goods	Chicago	Illinois	United States
599	Warehouse	Westside Plaza	Sand City	California	United States
689	Specialty Bike Shop	Consumer Equipment	London	England	United Kingdom
344	Specialty Bike Shop	Fifth Bike Store	Everett	Washington	United States
607	Specialty Bike Shop	Maintenance and Repair for Bicycles	La Marque	Texas	United States
29	Specialty Bike Shop	Cross-Country Riding Supplies	Chalk Riber	Ontario	Canada
621	Value Added Reseller	Running and Cycling Gear	Bellingham	Washington	United States
""
151	Warehouse	Futuristic Bikes	Culver City	California	United States
215	Value Added Reseller	Eleventh Bike Store	Westport	Connecticut	United States
121	Warehouse	Metro Sports Equipment	Saint Ouen	Loir et Cher	France
47	Specialty Bike Shop	Greater Bike Store	Toronto	Ontario	Canada
""
""
410	Specialty Bike Shop	Pedaling Components	Kiel	Saarland	Germany
13	Value Added Reseller	Country Parts Shop	Les Ulis	sEsonne	France
""
558	Value Added Reseller	Retail Sales and Service	Tilton	New Hampshire	United States
59	Specialty Bike Shop	Locks Company	Visalia	California	United States
320	Warehouse	Amalgamated Parts Shop	Frankfurt am Main	Hamburg	Germany
626	Warehouse	Retail Sporting Goods	Las Vegas	Nevada	United States
""
684	Warehouse	Lease-a-Bike Shop	Milford	Connecticut	United States
101	Specialty Bike Shop	Urban Sports Emporium	Toronto	Ontario	Canada
184	Warehouse	Go-cart and Bike Specialists	Carrollton	Texas	United States
619	Specialty Bike Shop	Strong Metal Manufacturing	Ithaca	New York	United States
113	Value Added Reseller	Trendy Department Stores	Fontana	California	United States
477	Specialty Bike Shop	Quitting Business Distributors	Tampa	Florida	United States
378	Warehouse	Grown-up Bike Store	Springdale	Ohio	United States
344	Specialty Bike Shop	Fifth Bik eStore	Everett	Washington	United States
17	Specialty Bike Shop	Trusted Catalog Store	Newport News	Virginia	United States
640	Specialty Bike Shop	Liquidation Sales	Perth	South Australia	Australia
""
481	Warehouse	Getaway Inn	Saint Ouen	Loir et Cher	France
550	Specialty Bike Shop	Remote Bicycle Specialists	Quebec	Quebec	Canada
681	Warehouse	Showcase for Cycles	Sulzbach Taunus	Saarland	Germany
77	Specialty Bike Shop	Mechanical Products Ltd.	San Diego	California	United States
266	Warehouse	xEcellent Bikes	Grevenbroich	Bayern	Germany
348	Warehouse	Bold Bike Accessories	Loveland	Colorado	United States
125	Value Added Reseller	Immediate Repair Shop	Stamford	Connecticut	United States
450	Specialty Bike Shop	Bikes Anyone?	Saugus	Massachusetts	United States
167	Value Added Reseller	Farthermost Bike Shop	Carson	California	United States
136	Warehouse	Wholesale Parts	Calgary	Alberta	Canada
317	Warehouse	Finer Riding Supplies	Burnaby	British Columbia	Canada
578	Warehouse	The Bike Shop	Puyallup	Washington	United States
33	Warehouse	Global Sports Outlet	Lavender Bay	New South Wales	Australia
380	Specialty Bike Shop	First Department Stores	Cheyenne	Wyoming	United States
536	Value Added ResellerN	ext Door Cycles	Berlin	Saarland	Germany
686	Specialty Bike Shop	Finished Parts Shop	Suresnes	Hauts de Seine	France
571	Specialty Bike Shop	Community Department Stores	Boulogne-sur-Mer	Pas de Calais	France
127	Warehouse	Front Sporting Goods	Redmond	Washington	United States
413	Specialty Bike Shop	Margie's Travel	Central Valley	New York	United States
632	Warehouse	Ultimate Bicycle Company	Morangis	Essonne	France
684	Warehouse	Lease-a-Bike Shop	Milford	Connecticut	United States
243	Value Added Reseller	Recreation Supplies	Kendall	Florida	United States
586	Specialty Bike Shop	One Bike Company	Montreal	Quebec	Canada
165	Specialty Bike Shop	Third Bike Store	Dallas	Texas	United States
621	Value Added Reseller	Running and Cycling Gear	Bellingham	Washington	United States
681	Warehouse	Showcase for Cycles	Sulzbach Taunus	Saarland	Germany
396	Warehouse	Executive Gift Store	New Castle	Indiana	United States
283	Specialty Bike Shop	Racing Supply Distributors	Roissy en Brie	Seine et Marne	France
139	Warehouse	SteelI nc.	Colombes	Hauts de Seine	France
""
95	Specialty Bike Shop	Rural Department Store	Pleasanton	California	United States
490	Warehouse	Extraordinary Bike Works	Mesquite	Texas	United Staets
 441	Specialty Bike Shop	Leading Bike Distributors	Somerset	Kentucky	United States 
""
123	Specialty Bike Shop	First Supplies	North Ryde	New South Wales	Australia
690	Warehouse	Active Cycling	Heath	Ohio	United States
634	Specailty Bike Shop	Sensible Sports	Rhodes	New South Wales	Australia
577	Specialty Bike Shop	Synthetic Materials Manufacturing	Tacoma	Washington	United States
""
 341	Specialty Bike Shop	Independent Outlet	Clay	New York	United States 
675	Warehouse	Bike Goods	North Miami Beach	Florida	United States
390	Warehouse	Plastic Parts Company	Waterloo	Ontario	Canada
683	Specialty Bik eShop	Oils and Fluids Warehouse	London	England	United Kingdom
146	Value Added Reseller	Latest Sports Equipment	Seattle	Washington	United States
47	Specialty Bike Shop	Greater Bike Store	Toronto	Ontario	Canada
328	Valeu Added Reseller	Totes & Baskets Company	San Antonio	Texas	United States
194	Value Added Reseller	Mechanical Brake Manufacturers	München	Hamburg	Germany
160	Warehouse	Vigorous Sports Store	Oxon	England	United Kingdom
590	Warehouse	Lustrous Paints and Components	Poing	Saarland	Germany
""
559	Specialty Bike Shop	Some Discount Store	Cheyenne	Wyoming	United States
""
298	Specialty Bike Shop	City Cycling	Winnipeg	Manitoba	Canada
285	Value Added Reseller	Nearest Bike Store	North Ryde	New South Wales	Australia
612	Value Added Reseller	Generla Associates	Hollywood	Florida	United States
232	Specialty Bike Shop	Exceptional Cycle Services	Basingstoke Hants	England	United Kingdom
115	Warehouse	Security Racks and Locks Wholesalers	Sparks	Nevada	United States
""
""
561	Value Added Reseller	Mountain Toy Store	Sugar Land	Texas	United States
330	Warehouse	The New Bike Store	Hanford	California	United States
452	Value Added Reseller	A Cycle Shop	Albany	Oregon	United tSates
596	Warehouse	Coho Sports	Everett	Washington	United States
139	Warehouse	Steel Inc.	Colombes	Hauts de Seine	France
270	Value Added Reseller	Active Transport Inc.	North Randall	Ohio	United States
""
279	Value Added Reseller	Reliable Brake Systems	Memphis	Tennessee	United States
 220	Specialty Bike Shop	Best o' Bikes	Saint Louis	Missouri	United States 
398	Specialty Bike Shop	Commendable Bikes	Sandpoint	Idaho	United States
545	Value Added Reseller	Finish and Sealant Products	San Bruno	California	United States
16	Value Added Reseller	Bulk Discount Store	London	England	United Kingdom
463	Warehouse	Brand New Bikes	Les Ulis	Essonne	France
116	Value Added Reseller	Retirement Activities Association	Atlanta	Georgia	United States
597	Value Added Reseller	All Seasons Sports Supply	Houston	Texas	United States
587	Warehouse	Our Sporting Goods Store	Ottawa	Ontario	Canada
691	Value Added Reseller	Mountain Bike Store	New Haven	Connecticut	United States
439	Warehouse	Regional Manufacturing	Tucson	Arizona	United States
626	Warehouse	Retail Sporting Goods	Las Vegas	Nevada	United States
525	Specialty Bike Shop	Cycles and Scooters	Byron	Georgia	United States
""
655	Value Added Reseller	Operational Manufacturing	Dorval	Quebec	Canada
677	Specialty Bike Shop	Tire Exchange	Ottawa	Ontario	Canada
""
342	Warehouse	Leather and Vinyl Manufacturing	Indianapolis	Indiana	United States
538	Warehouse	Prosperous Tours	London	England	United Kingdom
416	Specialty Bike Shop	Impromptu Trips	Union Gap	Washington	United States
449	Value Added Reseller	Bike Products and Accessories	Virginia Beach	Virginia	United States
684	Warehouse	Lease-a-Bike Shop	Milford	Connecticut	United States
492	Specialty Bike Shop	Basic Sports Equipment	Baldwin Park	California	United States
""
 616	Specialty Bike Shop	Eastward Bike Accessories	Matarville	New South Wales	Australia 
683	Specialty Bike Shop	Oils and Fluids Warehouse	London	England	United Kingdom
106	Value Added Reseller	West Side Mart	Wokingham	England	Unite dKingdom
137	Value Added Reseller	Transportation Options	Calgary	Alberta	Canada
508	Warehouse	Designer Department Stores	Hillsboro	Texas	United States
643	Specialty Bike Shop	Friendly Bike ShopP	ort Huron	Michigan	United States
432	Warehouse	Super Sports Store	Indianapolis	Indiana	United States
311	Warehouse	Principal Bike Company	Upland	California	United States
